INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
222016076,3115,,INVESTIGATE PERSON,E13, ,0,2022-03-07 13:32:00,2022,3,Monday,13,,WASHINGTON ST,42.31330007493634,-71.1007599816855,"(42.31330007493634, -71.1007599816855)"
222010386,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,B2, ,0,2022-02-12 16:05:00,2022,2,Saturday,16,,HARRISON AVE,42.33087019132525,-71.08115672932605,"(42.33087019132525, -71.08115672932605)"
222017507,3111,,LICENSE PREMISE VIOLATION,B3, ,0,2022-03-12 22:45:00,2022,3,Saturday,22,,BLUE HILL AVE,42.27213253704182,-71.09373453527031,"(42.27213253704182, -71.09373453527031)"
222005988,3115,,INVESTIGATE PERSON,C11,454,0,2022-01-26 18:20:00,2022,1,Wednesday,18,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
222015677,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E18, ,0,2022-03-05 17:30:00,2022,3,Saturday,17,,RIVER ST,42.264914676223135,-71.09952992514629,"(42.264914676223135, -71.09952992514629)"
222018609,2619,,FUGITIVE FROM JUSTICE,D4, ,0,2022-03-17 00:00:00,2022,3,Thursday,0,,HUNTINGTON AVE,42.34044965561717,-71.08845934677487,"(42.340449655617164, -71.08845934677487)"
222009565,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,200,0,2022-02-09 07:30:00,2022,2,Wednesday,7,,W BROADWAY,42.34128750439044,-71.05467932649397,"(42.341287504390436, -71.05467932649397)"
222020140,520,,BURGLARY - RESIDENTIAL,E13, ,0,2022-03-22 21:10:00,2022,3,Tuesday,21,,CENTRE ST,42.32270922185721,-71.09932316830728,"(42.32270922185721, -71.09932316830728)"
222018920,3110,,SERVICE TO OTHER AGENCY,D14,788,0,2022-03-18 12:15:00,2022,3,Friday,12,,COMMONWEALTH AVENUE,0.0,0.0,"(0, 0)"
222000670,724,,AUTO THEFT,C6, ,0,2022-01-04 07:29:00,2022,1,Tuesday,7,,WEST BROADWAY,0.0,0.0,"(0, 0)"
222011135,3007,,SUDDEN DEATH,A1, ,0,2022-02-15 16:14:00,2022,2,Tuesday,16,,NORTH ST,42.36340438390737,-71.05337437654751,"(42.36340438390737, -71.05337437654751)"
222021755,3501,,MISSING PERSON,E18,486,0,2022-02-21 14:00:00,2022,2,Monday,14,,TAUNTON AVE,42.26597407130421,-71.10418665510804,"(42.265974071304214, -71.10418665510804)"
222000986,1102,,FRAUD - FALSE PRETENSE / SCHEME,B3, ,0,2022-01-05 16:03:00,2022,1,Wednesday,16,,WHITFIELD ST,42.29437089293653,-71.07545579288573,"(42.294370892936534, -71.07545579288573)"
222015738,2403,,DISTURBING THE PEACE/ DISORDERLY CONDUCT/ GATHERING CAUSING ANNOYANCE/ NOISY PAR,A1, ,0,2022-03-06 01:49:00,2022,3,Sunday,1,,"CAUSEWAY ST & PORTLAND ST
BOSTON  MA 02114
UNITED ",42.36481699176085,-71.06232001716742,"(42.36481699176085, -71.06232001716742)"
222009868,1831,,SICK ASSIST,C11, ,0,2022-02-10 18:52:00,2022,2,Thursday,18,,DORCHESTER AVE,42.29025219048547,-71.06304942191916,"(42.29025219048547, -71.06304942191916)"
222015414,3410,,TOWED MOTOR VEHICLE,C11,240,0,2022-03-04 18:48:00,2022,3,Friday,18,,CHASE ST,42.31840844747177,-71.05974266580185,"(42.31840844747177, -71.05974266580185)"
222009848,3126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,B2, ,0,2022-02-10 17:40:00,2022,2,Thursday,17,,REGENT STREET,0.0,0.0,"(0, 0)"
222000947,3112,,LANDLORD - TENANT,B3, ,0,2022-01-05 12:26:00,2022,1,Wednesday,12,,ALMONT ST,42.27527670314086,-71.09554245375111,"(42.27527670314086, -71.09554245375111)"
222019964,801,,ASSAULT - SIMPLE,A1, ,0,2022-03-22 11:36:00,2022,3,Tuesday,11,,WEST ST,42.35500440727248,-71.06300727507565,"(42.355004407272475, -71.06300727507565)"
222016365,423,,ASSAULT - AGGRAVATED,B2, ,0,2022-03-08 00:00:00,2022,3,Tuesday,0,,GREENVILLE ST,42.32696801434807,-71.08051941151703,"(42.32696801434807, -71.08051941151703)"
222022814,2647,,THREATS TO DO BODILY HARM,B3, ,0,2022-04-01 15:39:00,2022,4,Friday,15,,RIVER ST,42.27141481952341,-71.08014338104022,"(42.27141481952341, -71.08014338104022)"
222004002,706,,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,167,0,2022-01-19 10:51:00,2022,1,Wednesday,10,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
222014088,1402,,VANDALISM,C6, ,0,2022-02-27 18:00:00,2022,2,Sunday,18,,E BROADWAY,42.33557815365455,-71.03867317502991,"(42.335578153654545, -71.03867317502991)"
222004453,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C6, ,0,2022-01-20 20:39:00,2022,1,Thursday,20,,"EMERSON ST & DORCHESTER ST
SOUTH BOSTON  MA 02127
",42.33673197201642,-71.04396197466689,"(42.33673197201642, -71.04396197466689)"
222022364,3115,,INVESTIGATE PERSON,B2,299,0,2022-03-31 02:32:00,2022,3,Thursday,2,,HOMMAGEN CT,42.32547404132637,-71.08749971722636,"(42.32547404132637, -71.08749971722636)"
222024765,520,,BURGLARY - RESIDENTIAL,D4, ,0,2022-04-07 18:30:00,2022,4,Thursday,18,,HEMENWAY ST,42.34587156944565,-71.08938851434594,"(42.34587156944565, -71.08938851434594)"
222016150,2907,,VAL - OPERATING AFTER REV/SUSP.,E18, ,0,2022-03-07 18:29:00,2022,3,Monday,18,,HYDE PARK AVE,42.26337775876049,-71.12148997304656,"(42.26337775876049, -71.12148997304656)"
222020542,801,,ASSAULT - SIMPLE,E18, ,0,2022-03-24 13:47:00,2022,3,Thursday,13,,FAIRMOUNT AVE,42.25489549376407,-71.12017680223008,"(42.25489549376407, -71.12017680223008)"
222013330,1402,,VANDALISM,C6, ,0,2022-02-24 12:48:00,2022,2,Thursday,12,,DORCHESTER ST,42.334829171821504,-71.04705014578006,"(42.334829171821504, -71.04705014578006)"
222001337,3207,,PROPERTY - FOUND,B2, ,0,2022-01-07 02:26:00,2022,1,Friday,2,,WARREN ST,42.329024688954846,-71.08341504753118,"(42.329024688954846, -71.08341504753118)"
222004967,3007,,SUDDEN DEATH,B3, ,0,2022-01-22 18:29:00,2022,1,Saturday,18,,WHEATLAND AVE,42.29350271504225,-71.07344861567798,"(42.29350271504225, -71.07344861567798)"
222017670,3801,,M/V ACCIDENT - OTHER,B3, ,0,2022-03-13 19:56:00,2022,3,Sunday,19,,MORTON ST,42.28737049991183,-71.09387999969809,"(42.28737049991183, -71.09387999969809)"
222006719,3802,,M/V ACCIDENT - PROPERTY DAMAGE,A7,17,0,2022-01-29 15:00:00,2022,1,Saturday,15,,SHELBY STREET,0.0,0.0,"(0, 0)"
222013591,3115,,INVESTIGATE PERSON,A7,6,0,2022-02-24 16:00:00,2022,2,Thursday,16,,BARNES AVE,42.38608347378387,-71.00549899741587,"(42.38608347378387, -71.00549899741587)"
220086084,3301,,VERBAL DISPUTE,D4,623,0,2022-02-27 15:58:00,2022,2,Sunday,15,,COMMONWEALTH AVE,42.34877574915614,-71.09606804653521,"(42.34877574915614, -71.09606804653521)"
220113001,3301,,VERBAL DISPUTE,E5,550,0,2022-03-16 12:18:00,2022,3,Wednesday,12,,BLUE LEDGE DR,42.2740917968365,-71.13951458602556,"(42.2740917968365, -71.13951458602556)"
222017622,617,,LARCENY THEFT FROM BUILDING,B2, ,0,2022-03-12 18:00:00,2022,3,Saturday,18,,DUNREATH ST,42.3230051439498,-71.08081695512372,"(42.3230051439498, -71.08081695512372)"
222011420,3115,,INVESTIGATE PERSON,A1, ,0,2022-02-16 18:25:00,2022,2,Wednesday,18,,"FRANKLIN ST & PEARL ST
BOSTON  MA 02110
UNITED STA",42.35607799991472,-71.054893059455,"(42.35607799991472, -71.054893059455)"
222002446,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C11, ,0,2022-01-12 15:06:00,2022,1,Wednesday,15,,"DORIS ST & DORCHESTER AVE
DORCHESTER  MA 02125
UNI",42.31347903318963,-71.05709495231211,"(42.31347903318963, -71.05709495231211)"
222008208,3301,,VERBAL DISPUTE,E18, ,0,2022-02-04 12:13:00,2022,2,Friday,12,,AMERICAN LEGION HWY,42.28314713553411,-71.11374151809324,"(42.28314713553411, -71.11374151809324)"
222009276,1831,,SICK ASSIST,B2, ,0,2022-02-08 17:13:00,2022,2,Tuesday,17,,DIMOCK ST,42.31949779193633,-71.09707351753512,"(42.31949779193633, -71.09707351753512)"
222018784,2647,,THREATS TO DO BODILY HARM,E18, ,0,2022-03-07 19:00:00,2022,3,Monday,19,,GARFIELD AVE,42.24448260926909,-71.1189920987343,"(42.24448260926909, -71.1189920987343)"
222016249,2905,,VAL - VIOLATION OF AUTO LAW,D4, ,0,2022-02-23 14:11:00,2022,2,Wednesday,14,,E NEWTON ST,42.336711295864994,-71.07102057177076,"(42.336711295864994, -71.07102057177076)"
222024172,3115,,INVESTIGATE PERSON,B3, ,0,2022-04-06 18:02:00,2022,4,Wednesday,18,,BLUE HILL AVE,42.29171815788151,-71.08911807277842,"(42.29171815788151, -71.08911807277842)"
222022051,3114,,INVESTIGATE PROPERTY,A7,10,0,2022-03-27 14:33:00,2022,3,Sunday,14,,ASHLEY ST,42.38823089831752,-71.00711879286892,"(42.38823089831752, -71.00711879286892)"
222019153,1402,,VANDALISM,B2, ,0,2022-03-19 05:35:00,2022,3,Saturday,5,,WEAVER CT,42.32146104752344,-71.09681729081372,"(42.321461047523435, -71.09681729081372)"
222022499,1102,,FRAUD - FALSE PRETENSE / SCHEME,C6, ,0,2022-03-31 16:02:00,2022,3,Thursday,16,,FARRAGUT RD,42.334529320720506,-71.02502297595186,"(42.334529320720506, -71.02502297595186)"
222001765,3201,,PROPERTY - LOST/ MISSING,C6, ,0,2022-01-09 14:48:00,2022,1,Sunday,14,,W BROADWAY,42.34128750439044,-71.05467932649397,"(42.341287504390436, -71.05467932649397)"
222001888,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,B2, ,0,2022-01-08 21:00:00,2022,1,Saturday,21,,DOVE ST,42.31534172902144,-71.07751958128809,"(42.31534172902144, -71.07751958128809)"
222009445,2660,,OTHER OFFENSE,E5, ,0,2022-02-09 13:04:00,2022,2,Wednesday,13,,DWINELL ST,42.28936618631911,-71.16380999996794,"(42.28936618631911, -71.16380999996794)"
222022389,3006,,SICK/INJURED/MEDICAL - PERSON,D4, ,0,2022-03-31 09:00:00,2022,3,Thursday,9,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
222023244,613,,LARCENY SHOPLIFTING,C11, ,0,2022-04-03 13:30:00,2022,4,Sunday,13,,FREEPORT ST,42.29234068370162,-71.04803995551818,"(42.29234068370162, -71.04803995551818)"
222003738,3410,,TOWED MOTOR VEHICLE,B2, ,0,2022-01-18 08:45:00,2022,1,Tuesday,8,,MAPLE ST,42.30901918596842,-71.08561178899974,"(42.309019185968424, -71.08561178899974)"
222018463,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,778,0,2022-03-14 18:00:00,2022,3,Monday,18,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
222012982,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D4, ,0,2022-02-22 23:14:00,2022,2,Tuesday,23,,"HERALD ST & SHAWMUT AVE
BOSTON  MA 02118
UNITED ST",42.34688995440087,-71.06585998823503,"(42.346889954400865, -71.06585998823503)"
222008810,3803,,M/V ACCIDENT - PERSONAL INJURY,C6, ,0,2022-02-06 23:58:00,2022,2,Sunday,23,,DORCHESTER AVE,42.33543317289599,-71.05705378249714,"(42.33543317289599, -71.05705378249714)"
222006785,3802,,M/V ACCIDENT - PROPERTY DAMAGE,E18, ,0,2022-01-30 00:04:00,2022,1,Sunday,0,,RIVER ST,42.26352305998547,-71.10578562353153,"(42.26352305998547, -71.10578562353153)"
222003672,3114,,INVESTIGATE PROPERTY,B2, ,0,2022-01-17 18:52:00,2022,1,Monday,18,,WARREN ST,42.31776636953016,-71.08207708750332,"(42.317766369530155, -71.08207708750332)"
222011332,3207,,PROPERTY - FOUND,E13, ,0,2022-02-16 13:30:00,2022,2,Wednesday,13,,WASHINGTON ST,42.30971856767274,-71.10429431787648,"(42.30971856767274, -71.10429431787648)"
222004609,1831,,SICK ASSIST,A1,123,0,2022-01-21 00:00:00,2022,1,Friday,0,,WASHINGTON ST,42.34997256219053,-71.06348816860363,"(42.34997256219053, -71.06348816860363)"
222017922,3006,,SICK/INJURED/MEDICAL - PERSON,D4, ,0,2022-03-14 17:47:00,2022,3,Monday,17,,HARRISON AVE,42.33401828958511,-71.07638123930862,"(42.33401828958511, -71.07638123930862)"
222011952,1402,,VANDALISM,B3, ,0,2022-02-18 17:54:00,2022,2,Friday,17,,OAKHURST ST,42.288033512693886,-71.08241672829365,"(42.288033512693886, -71.08241672829365)"
222018845,724,,AUTO THEFT,C11,355,0,2022-03-18 00:00:00,2022,3,Friday,0,,GIBSON STREET,0.0,0.0,"(0, 0)"
222005211,613,,LARCENY SHOPLIFTING,E13, ,0,2022-01-23 18:50:00,2022,1,Sunday,18,,COLUMBUS AVE,42.31771534184127,-71.09823048867534,"(42.31771534184127, -71.09823048867534)"
222007007,1102,,FRAUD - FALSE PRETENSE / SCHEME,C11,355,0,2022-01-28 00:00:00,2022,1,Friday,0,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
222009690,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D4, ,0,2022-02-10 10:40:00,2022,2,Thursday,10,,SAINT BOTOLPH ST,42.34507147070824,-71.08057787703603,"(42.34507147070824, -71.08057787703603)"
222011972,2905,,VAL - VIOLATION OF AUTO LAW,E13,582,0,2022-02-18 18:49:00,2022,2,Friday,18,,"CENTRE ST & MOZART ST
JAMAICA PLAIN  MA 02130
UNIT",42.32271701081613,-71.10488605809358,"(42.32271701081613, -71.10488605809358)"
222010070,801,,ASSAULT - SIMPLE,A7,28,0,2022-02-10 18:00:00,2022,2,Thursday,18,,PARIS ST,42.3708180467024,-71.03929078135145,"(42.3708180467024, -71.03929078135145)"
222001586,617,,LARCENY THEFT FROM BUILDING,A1, ,0,2022-01-08 12:22:00,2022,1,Saturday,12,,WINTER ST,42.35602373388715,-71.06177615141588,"(42.35602373388715, -71.06177615141588)"
222009543,1402,,VANDALISM,B3,445,0,2022-02-09 05:57:00,2022,2,Wednesday,5,,GREENWOOD ST,42.29872425189328,-71.07977384371408,"(42.298724251893276, -71.07977384371408)"
222020196,3115,,INVESTIGATE PERSON,A1, ,0,2022-03-23 07:45:00,2022,3,Wednesday,7,,BEACON ST,42.35590084030965,-71.07058043339916,"(42.355900840309644, -71.07058043339916)"
222016243,3114,,INVESTIGATE PROPERTY,B3,463,0,2022-03-08 06:27:00,2022,3,Tuesday,6,,HARVARD ST,42.29299658256949,-71.08970587758817,"(42.29299658256949, -71.08970587758817)"
222008191,2670,,HARASSMENT/ CRIMINAL HARASSMENT,A1, ,0,2022-02-04 09:30:00,2022,2,Friday,9,,BOYLSTON ST,42.35231189676638,-71.06370510095782,"(42.35231189676638, -71.06370510095782)"
222011946,3115,,INVESTIGATE PERSON,E13, ,0,2022-02-18 17:44:00,2022,2,Friday,17,,PARLEY VALE,42.3150429640834,-71.11189621993472,"(42.315042964083396, -71.11189621993472)"
222019642,801,,ASSAULT - SIMPLE,E5, ,0,2022-03-21 07:47:00,2022,3,Monday,7,,GEORGETOWNE DR,42.25563198922698,-71.1433919512933,"(42.25563198922698, -71.1433919512933)"
222008886,3115,,INVESTIGATE PERSON,D14, ,0,2022-02-07 11:17:00,2022,2,Monday,11,,CHAMPNEY ST,42.35241230117596,-71.16878832823451,"(42.35241230117596, -71.16878832823451)"
222016817,1102,,FRAUD - FALSE PRETENSE / SCHEME,D14, ,0,2022-03-10 11:50:00,2022,3,Thursday,11,,ALLSTON ST,42.345462914691176,-71.13947482573096,"(42.345462914691176, -71.13947482573096)"
222021787,3108,,FIRE REPORT,C11, ,0,2022-03-28 23:45:00,2022,3,Monday,23,,"BULLARD ST & NOTTINGHAM ST
DORCHESTER  MA 02121
UN",42.30199297045429,-71.07408993931682,"(42.30199297045429, -71.07408993931682)"
222005799,3112,,LANDLORD - TENANT,C11, ,0,2022-01-25 22:39:00,2022,1,Tuesday,22,,BAILEY ST,42.28400378815305,-71.06813903547649,"(42.28400378815305, -71.06813903547649)"
222017822,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,778,0,2022-03-04 19:00:00,2022,3,Friday,19,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
222016957,3801,,M/V ACCIDENT - OTHER,A7, ,0,2022-03-10 18:33:00,2022,3,Thursday,18,,"PORTER ST & LONDON ST
EAST BOSTON  MA 02128
UNITED",42.374322040476514,-71.03780297030556,"(42.374322040476514, -71.03780297030556)"
222004299,3410,,TOWED MOTOR VEHICLE,C11, ,0,2022-01-20 11:35:00,2022,1,Thursday,11,,ALBAN ST,42.28721616250814,-71.06633770634261,"(42.28721616250814, -71.06633770634261)"
222024410,3114,,INVESTIGATE PROPERTY,E5, ,0,2022-04-07 16:59:00,2022,4,Thursday,16,,EDGEMERE RD,42.25867637447587,-71.15116479257418,"(42.25867637447587, -71.15116479257418)"
222012821,617,,LARCENY THEFT FROM BUILDING,B3,465,0,2022-02-18 15:00:00,2022,2,Friday,15,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
222018957,3830,,M/V - LEAVING SCENE - PERSONAL INJURY,B2, ,0,2022-03-18 14:04:00,2022,3,Friday,14,,"HUMBOLDT AVE & MARTIN LUTHER KING JR BLVD
ROXBURY ",42.31915700853149,-71.08602005801241,"(42.31915700853149, -71.08602005801241)"
222021798,2907,,VAL - OPERATING AFTER REV/SUSP.,D4, ,0,2022-03-29 01:06:00,2022,3,Tuesday,1,,E STOUGHTON ST & ALBANY ST,42.33543795987177,-71.07077798533751,"(42.33543795987177, -71.07077798533751)"
222018309,3115,,INVESTIGATE PERSON,A7,28,0,2022-03-15 19:30:00,2022,3,Tuesday,19,,PARIS ST,42.3708180467024,-71.03929078135145,"(42.3708180467024, -71.03929078135145)"
222015589,3115,,INVESTIGATE PERSON,B2, ,0,2022-03-05 11:56:00,2022,3,Saturday,11,,"RUGGLES ST & TREMONT ST
ROXBURY  MA 02120
UNITED S",42.33491203861615,-71.08846397788238,"(42.33491203861615, -71.08846397788238)"
222022719,1102,,FRAUD - FALSE PRETENSE / SCHEME,E18,520,0,2022-02-24 00:00:00,2022,2,Thursday,0,,HYDE PARK AVE,42.25621592040216,-71.12401947329023,"(42.256215920402155, -71.12401947329023)"
222009811,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,167,0,2022-02-10 07:00:00,2022,2,Thursday,7,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
222007949,617,,LARCENY THEFT FROM BUILDING,D4,167,0,2022-02-03 13:00:00,2022,2,Thursday,13,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
222019342,3501,,MISSING PERSON,B3, ,0,2022-03-19 10:00:00,2022,3,Saturday,10,,ELLINGTON ST,42.30197419993152,-71.08383388128998,"(42.301974199931514, -71.08383388128998)"
222004925,2647,,THREATS TO DO BODILY HARM,E13, ,0,2022-01-22 15:07:00,2022,1,Saturday,15,,COLUMBUS AVE,42.31771534184127,-71.09823048867534,"(42.31771534184127, -71.09823048867534)"
222016894,1109,,FRAUD - WIRE,E5,691,0,2022-03-10 08:25:00,2022,3,Thursday,8,,CENTRE ST,42.28709355259107,-71.14822128377165,"(42.28709355259107, -71.14822128377165)"
222019842,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,C6, ,0,2022-03-21 18:32:00,2022,3,Monday,18,,E BROADWAY,42.33557815365455,-71.03867317502991,"(42.335578153654545, -71.03867317502991)"
222000298,3018,,SICK/INJURED/MEDICAL - POLICE,D14, ,0,2022-01-02 12:41:00,2022,1,Sunday,12,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
222014511,613,,LARCENY SHOPLIFTING,D4, ,0,2022-03-01 13:12:00,2022,3,Tuesday,13,,PARK DR,42.34416700908112,-71.1035910724952,"(42.34416700908112, -71.1035910724952)"
222000307,3115,,INVESTIGATE PERSON,E13, ,0,2022-01-02 14:31:00,2022,1,Sunday,14,,CENTRE ST,42.32291406263416,-71.10328402059667,"(42.32291406263416, -71.10328402059667)"
222014165,3410,,TOWED MOTOR VEHICLE,C11, ,0,2022-02-28 03:52:00,2022,2,Monday,3,,SHEPTON ST,42.28995317731262,-71.06076100628849,"(42.28995317731262, -71.06076100628849)"
222015178,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,454,0,2022-03-03 14:30:00,2022,3,Thursday,14,,WASHINGTON STREET,0.0,0.0,"(0, 0)"
222021559,3502,,MISSING PERSON - LOCATED,B2,282,0,2022-03-28 10:01:00,2022,3,Monday,10,,WASHINGTON STREET,0.0,0.0,"(0, 0)"
222013389,613,,LARCENY SHOPLIFTING,E18, ,0,2022-02-24 15:45:00,2022,2,Thursday,15,,TRUMAN PKWY,42.24124925533901,-71.12629907670339,"(42.24124925533901, -71.12629907670339)"
222007072,801,,ASSAULT - SIMPLE,E13, ,0,2022-01-31 12:24:00,2022,1,Monday,12,,WASHINGTON ST,42.31330007493634,-71.1007599816855,"(42.31330007493634, -71.1007599816855)"
222014526,2647,,THREATS TO DO BODILY HARM,D14, ,0,2022-03-01 13:36:00,2022,3,Tuesday,13,,COREY RD,42.34303058785381,-71.13963006116605,"(42.34303058785381, -71.13963006116605)"
222013302,1402,,VANDALISM,E13, ,0,2022-02-24 10:30:00,2022,2,Thursday,10,,MORTON ST,42.30056444371525,-71.11016790927228,"(42.30056444371525, -71.11016790927228)"
222002401,3110,,SERVICE TO OTHER AGENCY,D14, ,0,2022-01-12 00:00:00,2022,1,Wednesday,0,,COMMONWEALTH AVE,42.351705713874026,-71.11989955508469,"(42.351705713874026, -71.11989955508469)"
222024626,3006,,SICK/INJURED/MEDICAL - PERSON,D14, ,0,2022-04-08 13:37:00,2022,4,Friday,13,,JETTE CT,42.34682749921356,-71.14319086479756,"(42.34682749921356, -71.14319086479756)"
222015289,801,,ASSAULT - SIMPLE,D4, ,0,2022-02-21 12:00:00,2022,2,Monday,12,,ALBANY ST,42.333184490911954,-71.07393881002383,"(42.333184490911954, -71.07393881002383)"
222011025,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,C11, ,0,2022-02-15 09:12:00,2022,2,Tuesday,9,,ROBINSON ST,42.30303809757942,-71.06102718842452,"(42.30303809757942, -71.06102718842452)"
222008316,3830,,M/V - LEAVING SCENE - PERSONAL INJURY,C11, ,0,2022-02-04 18:33:00,2022,2,Friday,18,,WASHINGTON ST,42.29131612789713,-71.07170292796064,"(42.29131612789713, -71.07170292796064)"
222006095,3201,,PROPERTY - LOST/ MISSING,B3,465,0,2022-01-26 18:00:00,2022,1,Wednesday,18,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
222005717,617,,LARCENY THEFT FROM BUILDING,A7,28,0,2022-01-25 11:00:00,2022,1,Tuesday,11,,PARIS ST,42.3708180467024,-71.03929078135145,"(42.3708180467024, -71.03929078135145)"
222009295,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4, ,0,2022-02-08 18:17:00,2022,2,Tuesday,18,,"BEACON ST & MOUNTFORT ST
BOSTON  MA 02215
UNITED S",42.347529037996665,-71.10182001100101,"(42.347529037996665, -71.10182001100101)"
222008172,3115,,INVESTIGATE PERSON,C11, ,0,2022-02-04 09:25:00,2022,2,Friday,9,,BELLEVUE ST,42.3098322844905,-71.06817321686448,"(42.309832284490504, -71.06817321686448)"
222000971,1402,,VANDALISM,B3, ,0,2022-01-05 11:00:00,2022,1,Wednesday,11,,WOODHAVEN ST,42.27105478784147,-71.09753897564099,"(42.27105478784147, -71.09753897564099)"
222013729,3410,,TOWED MOTOR VEHICLE,D4,135,0,2022-02-26 08:45:00,2022,2,Saturday,8,,MARLBOROUGH ST,42.35256907811936,-71.0797884362121,"(42.35256907811936, -71.0797884362121)"
220048787,3803,,M/V ACCIDENT - PERSONAL INJURY,A15,45,0,2022-02-03 09:30:00,2022,2,Thursday,9,,MEDFORD ST,42.38099772822813,-71.06210064823136,"(42.380997728228124, -71.06210064823136)"
222005433,613,,LARCENY SHOPLIFTING,D4, ,0,2022-01-24 16:00:00,2022,1,Monday,16,,HUNTINGTON AVE,42.34797239824585,-71.07849581587274,"(42.34797239824585, -71.07849581587274)"
222010260,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3, ,0,2022-02-12 01:06:00,2022,2,Saturday,1,,NORFOLK ST,42.27721302082315,-71.09191134463121,"(42.27721302082315, -71.09191134463121)"
222016893,3301,,VERBAL DISPUTE,B2,311,0,2022-02-24 20:00:00,2022,2,Thursday,20,,MAYWOOD ST,42.31679541500612,-71.079645623217,"(42.31679541500612, -71.079645623217)"
222002188,617,,LARCENY THEFT FROM BUILDING,A7,28,0,2022-01-11 11:00:00,2022,1,Tuesday,11,,PARIS ST,42.3708180467024,-71.03929078135145,"(42.3708180467024, -71.03929078135145)"
222019004,3006,,SICK/INJURED/MEDICAL - PERSON,E5, ,0,2022-03-18 17:27:00,2022,3,Friday,17,,ROCKINGHAM AVE,42.26454355271992,-71.15726318974173,"(42.264543552719914, -71.15726318974173)"
222000252,617,,LARCENY THEFT FROM BUILDING,B2, ,0,2022-01-02 06:00:00,2022,1,Sunday,6,,FRANCIS ST,42.33538443957382,-71.10677964872764,"(42.33538443957382, -71.10677964872764)"
222023464,1402,,VANDALISM,D4,167,0,2022-04-04 12:39:00,2022,4,Monday,12,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
222021072,3502,,MISSING PERSON - LOCATED,E5, ,0,2022-03-26 10:17:00,2022,3,Saturday,10,,BLUE LEDGE DR,42.27253605547712,-71.13622919140008,"(42.27253605547712, -71.13622919140008)"
222017859,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1, ,0,2022-03-14 14:46:00,2022,3,Monday,14,,SALEM ST,42.366719339895766,-71.0545099356634,"(42.366719339895766, -71.0545099356634)"
222007206,3115,,INVESTIGATE PERSON,C11,349,0,2022-01-31 18:16:00,2022,1,Monday,18,,ELLET ST,42.304216714940935,-71.05936906127737,"(42.304216714940935, -71.05936906127737)"
222006659,3801,,M/V ACCIDENT - OTHER,A1, ,0,2022-01-29 03:30:00,2022,1,Saturday,3,,"STUART ST & TREMONT ST
BOSTON  MA 02116
UNITED STA",42.35108002886693,-71.06488998215816,"(42.35108002886693, -71.06488998215816)"
222019443,1831,,SICK ASSIST,B2,331,0,2022-03-20 12:00:00,2022,3,Sunday,12,,DRAYTON AVE,42.31215756880994,-71.0705681339779,"(42.31215756880994, -71.0705681339779)"
